ResumeID,BestJobID,Score,MatchedSkills
551,198,90.00,4
552,468,90.00,3
553,58,90.00,4
554,50,90.00,4
555,143,90.00,3
556,21,55.00,1
557,45,90.00,6
558,13,66.67,2
559,9,90.00,6
560,25,90.00,3
561,78,90.00,3
562,21,90.00,2
563,12,90.00,4
564,39,66.67,2
565,1,90.00,7
566,39,43.33,1
567,57,90.00,3
568,468,90.00,3
569,40,90.00,5
570,13,66.67,2
571,35,90.00,2
572,751,90.00,4
573,104,90.00,2
574,62,66.67,2
575,232,90.00,2
576,27,90.00,4
577,290,55.00,1
578,43,90.00,4
579,13,43.33,1
580,8,90.00,4
581,22,90.00,5
582,10,90.00,4
583,71,90.00,3
584,290,90.00,2
585,43,90.00,4
586,8,90.00,4
587,66,43.33,1
588,104,90.00,2
589,14,90.00,3
590,14,90.00,3
591,143,90.00,3
592,16,90.00,4
593,66,43.33,1
594,82,66.67,2
595,104,90.00,2
596,354,90.00,4
597,9,90.00,6
598,5,90.00,8
599,8,90.00,4
600,381,90.00,4
601,40,90.00,5
602,1189,90.00,2
603,585,72.50,3
604,94,90.00,3
605,442,66.67,2
606,56,72.50,3
607,49,90.00,3
608,1163,66.67,2
609,156,90.00,4
610,545,66.67,2
611,10,90.00,4
612,65,90.00,3
613,57,90.00,3
614,137,90.00,5
615,156,90.00,4
616,39,43.33,1
617,16,90.00,4
618,21,90.00,2
619,133,90.00,4
620,55,90.00,3
621,1087,90.00,3
622,108,90.00,2
623,34,90.00,7
624,1250,90.00,3
625,14,90.00,3
626,49,90.00,3
627,35,90.00,2
628,39,66.67,2
629,69,90.00,4
630,36,90.00,5
631,50,90.00,4
632,192,90.00,3
633,12,90.00,4
634,10,90.00,4
635,192,90.00,3
636,1,90.00,7
637,56,90.00,4
638,10,90.00,4
639,25,90.00,3
640,99,90.00,4
641,207,90.00,3
642,35,90.00,2
643,13,90.00,3
644,39,66.67,2
645,301,90.00,6
646,21,90.00,2
647,195,90.00,3
648,13,43.33,1
649,301,90.00,6
650,235,90.00,3
651,16,90.00,4
652,39,90.00,3
653,85,90.00,4
654,159,66.67,2
655,112,90.00,3
656,10,90.00,4
657,25,90.00,3
658,9,90.00,6
659,12,90.00,4
660,55,90.00,3
661,803,90.00,4
662,3,90.00,5
663,39,43.33,1
664,45,90.00,6
665,21,90.00,2
666,333,76.00,4
667,751,90.00,4
668,61,90.00,5
669,25,43.33,1
670,14,90.00,3
671,1,90.00,7
672,439,90.00,4
673,78,90.00,3
674,5,90.00,8
675,147,90.00,3
676,402,90.00,4
677,13,66.67,2
678,1257,72.50,3
679,55,90.00,3
680,71,90.00,3
681,49,90.00,3
682,25,43.33,1
683,8,90.00,4
684,35,55.00,1
685,211,90.00,3
686,1324,90.00,3
687,136,90.00,3
688,8,90.00,4
689,14,90.00,3
690,14,90.00,3
691,469,90.00,3
692,65,90.00,3
693,13,43.33,1
694,25,43.33,1
695,62,90.00,3
696,12,90.00,4
697,181,66.67,2
698,17,90.00,6
699,290,90.00,2
700,1,20.00,0
701,3609,90.00,4
702,51,90.00,4
703,143,90.00,3
704,83,90.00,3
705,96,90.00,4
706,211,90.00,3
707,211,90.00,3
708,232,90.00,2
709,1,90.00,7
710,49,43.33,1
711,62,66.67,2
712,246,90.00,3
713,468,90.00,3
714,51,90.00,4
715,1375,90.00,3
716,117,90.00,5
717,62,90.00,3
718,130,90.00,3
719,117,90.00,5
720,49,90.00,3
721,65,90.00,3
722,10,90.00,4
723,14,90.00,3
724,35,55.00,1
725,923,90.00,3
726,2511,90.00,2
727,168,90.00,4
728,69,90.00,4
729,16,90.00,4
730,275,72.50,3
731,25,90.00,3
732,74,90.00,4
733,8,90.00,4
734,56,90.00,4
735,35,90.00,2
736,160,90.00,4
737,193,90.00,4
738,51,90.00,4
739,181,66.67,2
740,158,90.00,3
741,49,90.00,3
742,55,90.00,3
743,27,90.00,4
744,1,90.00,7
745,49,90.00,3
746,8,90.00,4
747,35,90.00,2
748,12,90.00,4
749,21,90.00,2
750,2,90.00,7
751,160,90.00,4
752,3,90.00,5
753,57,90.00,3
754,509,66.67,2
755,17,90.00,6
756,469,90.00,3
757,25,43.33,1
758,49,90.00,3
759,13,66.67,2
760,136,90.00,3
761,16,90.00,4
762,16,90.00,4
763,127,90.00,4
764,2511,90.00,2
765,39,90.00,3
766,10,90.00,4
767,71,66.67,2
768,1637,90.00,2
769,195,43.33,1
770,2511,90.00,2
771,10,90.00,4
772,290,90.00,2
773,329,90.00,4
774,10,90.00,4
775,39,90.00,3
776,195,66.67,2
777,130,90.00,3
778,12,90.00,4
779,43,72.50,3
780,78,90.00,3
781,13,43.33,1
782,104,90.00,2
783,672,90.00,2
784,57,90.00,3
785,55,66.67,2
786,120,90.00,3
787,13,90.00,3
788,333,90.00,5
789,57,90.00,3
790,51,90.00,4
791,147,90.00,3
792,83,66.67,2
793,71,90.00,3
794,43,90.00,4
795,104,90.00,2
796,39,43.33,1
797,14,90.00,3
798,25,90.00,3
799,22,90.00,5
800,1160,90.00,3
801,104,90.00,2
802,57,90.00,3
803,9,90.00,6
804,425,90.00,4
805,74,90.00,4
806,14,90.00,3
807,108,90.00,2
808,1223,90.00,5
809,402,90.00,4
810,190,90.00,4
811,78,66.67,2
812,290,55.00,1
813,71,90.00,3
814,112,90.00,3
815,56,90.00,4
816,16,90.00,4
817,585,90.00,4
818,3,90.00,5
819,82,90.00,3
820,1692,90.00,5
821,71,90.00,3
822,62,66.67,2
823,314,90.00,6
824,85,90.00,4
825,8,90.00,4
826,509,66.67,2
827,16,90.00,4
828,469,90.00,3
829,71,90.00,3
830,59,90.00,5
831,8,90.00,4
832,82,66.67,2
833,13,66.67,2
834,195,66.67,2
835,333,90.00,5
836,765,90.00,3
837,211,66.67,2
838,1189,90.00,2
839,8,90.00,4
840,16,90.00,4
841,3,90.00,5
842,21,55.00,1
843,402,90.00,4
844,150,90.00,2
845,66,90.00,3
846,21,90.00,2
847,12,90.00,4
848,8,90.00,4
849,35,90.00,2
850,8,90.00,4
851,25,90.00,3
852,181,66.67,2
853,38,90.00,6
854,16,90.00,4
855,1893,72.50,3
856,8,90.00,4
857,685,66.67,2
858,354,72.50,3
859,104,90.00,2
860,104,90.00,2
861,57,90.00,3
862,13,66.67,2
863,21,90.00,2
864,49,90.00,3
865,12,90.00,4
866,3057,90.00,3
867,235,90.00,3
868,9,90.00,6
869,35,90.00,2
870,14,90.00,3
871,14,90.00,3
872,21,90.00,2
873,25,90.00,3
874,45,90.00,6
875,85,90.00,4
876,25,90.00,3
877,39,66.67,2
878,39,90.00,3
879,108,55.00,1
880,150,90.00,2
881,13,43.33,1
882,235,90.00,3
883,453,90.00,3
884,34,90.00,7
885,56,72.50,3
886,38,90.00,6
887,38,90.00,6
888,911,90.00,5
889,43,90.00,4
890,43,72.50,3
891,25,90.00,3
892,911,90.00,5
893,39,66.67,2
894,108,55.00,1
895,49,90.00,3
896,43,90.00,4
897,27,90.00,4
898,14,90.00,3
899,235,90.00,3
900,40,90.00,5
901,120,90.00,3
902,119,66.67,2
903,1380,90.00,4
904,1,90.00,7
905,156,90.00,4
906,25,66.67,2
907,14,90.00,3
908,27,90.00,4
909,83,90.00,3
910,133,90.00,4
911,10,90.00,4
912,8,90.00,4
913,290,90.00,2
914,8,90.00,4
915,385,90.00,2
916,25,90.00,3
917,34,90.00,7
918,40,90.00,5
919,137,90.00,5
920,39,66.67,2
921,74,90.00,4
922,10,90.00,4
923,12,90.00,4
924,160,55.00,2
925,8,90.00,4
926,39,90.00,3
927,78,90.00,3
928,34,90.00,7
929,911,90.00,5
930,50,90.00,4
931,38,90.00,6
932,12,90.00,4
933,55,66.67,2
934,16,90.00,4
935,21,90.00,2
936,39,90.00,3
937,1375,90.00,3
938,59,90.00,5
939,35,90.00,2
940,1258,90.00,3
941,661,90.00,3
942,16,90.00,4
943,1180,90.00,3
944,8,90.00,4
945,74,90.00,4
946,181,66.67,2
947,10,90.00,4
948,195,43.33,1
949,156,90.00,4
950,545,66.67,2
951,74,90.00,4
952,8,90.00,4
953,85,90.00,4
954,381,90.00,4
955,8,90.00,4
956,39,90.00,3
957,8,90.00,4
958,10,90.00,4
959,85,90.00,4
960,55,90.00,3
961,43,90.00,4
962,12,90.00,4
963,783,90.00,4
964,1692,90.00,5
965,147,90.00,3
966,9,90.00,6
967,35,90.00,2
968,16,90.00,4
969,56,90.00,4
970,805,90.00,3
971,119,90.00,3
972,12,90.00,4
973,1180,90.00,3
974,27,90.00,4
975,85,55.00,2
976,10,90.00,4
977,56,90.00,4
978,120,66.67,2
979,13,66.67,2
980,55,66.67,2
981,76,90.00,4
982,39,66.67,2
983,1180,90.00,3
984,35,90.00,2
985,195,66.67,2
986,469,66.67,2
987,35,90.00,2
988,147,90.00,3
989,22,90.00,5
990,8,90.00,4
991,168,90.00,4
992,51,90.00,4
993,9,90.00,6
994,55,90.00,3
995,112,90.00,3
996,82,90.00,3
997,49,90.00,3
998,43,90.00,4
999,40,90.00,5
1000,16,90.00,4
1001,1118,90.00,3
1002,8,90.00,4
1003,49,90.00,3
1004,35,55.00,1
1005,3,90.00,5
1006,195,43.33,1
1007,85,72.50,3
1008,1077,90.00,3
1009,55,90.00,3
1010,150,90.00,2
1011,301,90.00,6
1012,159,66.67,2
1013,195,90.00,3
1014,198,90.00,4
1015,112,90.00,3
1016,198,90.00,4
1017,39,66.67,2
1018,49,66.67,2
1019,104,55.00,1
1020,290,55.00,1
1021,156,90.00,4
1022,56,90.00,4
1023,85,72.50,3
1024,8,90.00,4
1025,275,72.50,3
1026,104,90.00,2
1027,1095,90.00,3
1028,4,90.00,6
1029,16,90.00,4
1030,14,90.00,3
1031,1016,90.00,3
1032,66,90.00,3
1033,13,90.00,3
1034,83,90.00,3
1035,25,66.67,2
1036,55,66.67,2
1037,246,90.00,3
1038,2628,90.00,3
1039,82,90.00,3
1040,232,90.00,2
1041,290,90.00,2
1042,78,66.67,2
1043,1825,72.50,3
1044,49,90.00,3
1045,59,90.00,5
1046,509,66.67,2
1047,56,90.00,4
1048,10,90.00,4
1049,1767,90.00,4
1050,14,90.00,3
1051,3,90.00,5
1052,14,90.00,3
1053,1375,90.00,3
1054,143,66.67,2
1055,13,90.00,3
1056,40,90.00,5
1057,381,90.00,4
1058,39,90.00,3
1059,25,90.00,3
1060,1744,90.00,4
1061,751,90.00,4
1062,65,90.00,3
1063,51,72.50,3
1064,13,90.00,3
1065,21,55.00,1
1066,21,90.00,2
1067,34,90.00,7
1068,3027,90.00,2
1069,119,90.00,3
1070,56,72.50,3
1071,16,90.00,4
1072,149,90.00,4
1073,34,90.00,7
1074,25,90.00,3
1075,39,66.67,2
1076,8,90.00,4
1077,45,90.00,6
1078,39,43.33,1
1079,1,90.00,7
1080,156,90.00,4
1081,82,90.00,3
1082,39,90.00,3
1083,17,90.00,6
1084,25,66.67,2
1085,469,90.00,3
1086,39,66.67,2
1087,290,90.00,2
1088,168,90.00,4
1089,16,90.00,4
1090,2511,90.00,2
1091,55,90.00,3
1092,112,90.00,3
1093,1173,90.00,2
1094,40,90.00,5
1095,143,66.67,2
1096,211,66.67,2
1097,14,90.00,3
1098,25,90.00,3
1099,49,90.00,3
1100,14,90.00,3
1101,39,66.67,2
1102,246,90.00,3
1103,8,90.00,4
1104,78,66.67,2
1105,120,66.67,2
1106,45,90.00,6
1107,108,90.00,2
1108,672,90.00,2
1109,82,90.00,3
1110,38,90.00,6
1111,35,55.00,1
1112,880,90.00,3
1113,190,72.50,3
1114,235,90.00,3
1115,8,90.00,4
1116,509,90.00,3
1117,10,90.00,4
1118,17,90.00,6
1119,49,90.00,3
1120,43,55.00,2
1121,22,90.00,5
1122,685,90.00,3
1123,55,90.00,3
1124,13,66.67,2
1125,57,66.67,2
1126,25,90.00,3
1127,553,90.00,5
1128,94,90.00,3
1129,13,66.67,2
1130,150,90.00,2
1131,8,90.00,4
1132,57,90.00,3
1133,198,90.00,4
1134,62,66.67,2
1135,49,90.00,3
1136,55,90.00,3
1137,14,90.00,3
1138,17,90.00,6
1139,150,90.00,2
1140,82,66.67,2
1141,57,90.00,3
1142,36,90.00,5
1143,71,90.00,3
1144,12,90.00,4
1145,35,90.00,2
1146,104,55.00,1
1147,27,90.00,4
1148,94,66.67,2
1149,4371,90.00,3
1150,119,90.00,3
1151,56,90.00,4
1152,17,90.00,6
1153,25,90.00,3
1154,685,66.67,2
1155,39,90.00,3
1156,147,90.00,3
1157,40,90.00,5
1158,4337,90.00,4
1159,43,72.50,3
1160,56,90.00,4
1161,46,90.00,5
1162,57,90.00,3
1163,8,90.00,4
1164,801,90.00,4
1165,765,90.00,3
1166,112,90.00,3
1167,27,90.00,4
1168,8,90.00,4
1169,16,90.00,4
1170,62,66.67,2
1171,56,90.00,4
1172,16,90.00,4
1173,211,66.67,2
1174,1347,90.00,4
1175,13,66.67,2
1176,51,90.00,4
1177,1118,90.00,3
1178,25,90.00,3
1179,13,90.00,3
1180,1,90.00,7
1181,9,90.00,6
1182,143,90.00,3
1183,39,66.67,2
1184,35,90.00,2
1185,35,55.00,1
1186,85,90.00,4
1187,96,90.00,4
1188,66,66.67,2
1189,16,90.00,4
1190,160,55.00,2
1191,85,90.00,4
1192,49,66.67,2
1193,39,90.00,3
1194,783,90.00,4
1195,16,90.00,4
1196,3732,90.00,3
1197,25,90.00,3
1198,82,66.67,2
1199,3609,90.00,4
1200,1095,90.00,3
1201,45,90.00,6
1202,55,90.00,3
1203,94,66.67,2
1204,40,90.00,5
1205,51,90.00,4
1206,34,90.00,7
1207,14,90.00,3
1208,160,90.00,4
1209,1,90.00,7
1210,1016,90.00,3
1211,1,90.00,7
1212,1938,90.00,4
1213,43,55.00,2
1214,13,90.00,3
1215,35,90.00,2
1216,51,90.00,4
1217,49,43.33,1
1218,55,90.00,3
1219,49,66.67,2
1220,13,66.67,2
1221,1449,90.00,4
1222,10,90.00,4
1223,230,90.00,3
1224,12,90.00,4
1225,55,90.00,3
1226,57,66.67,2
1227,1,90.00,7
1228,137,90.00,5
1229,62,90.00,3
1230,2511,90.00,2
1231,953,72.50,3
1232,8,90.00,4
1233,35,90.00,2
1234,59,90.00,5
1235,57,90.00,3
1236,56,90.00,4
1237,14,90.00,3
1238,13,90.00,3
1239,62,90.00,3
1240,14,90.00,3
1241,6165,72.50,3
1242,108,55.00,1
1243,39,90.00,3
1244,1077,90.00,3
1245,25,90.00,3
1246,38,90.00,6
1247,83,90.00,3
1248,62,90.00,3
1249,1180,90.00,3
1250,104,90.00,2
1251,13,90.00,3
1252,137,90.00,5
1253,1243,90.00,3
1254,392,72.50,3
1255,76,90.00,4
1256,246,90.00,3
1257,1449,90.00,4
1258,34,90.00,7
1259,94,90.00,3
1260,12,90.00,4
1261,25,66.67,2
1262,469,66.67,2
1263,14,90.00,3
1264,119,43.33,1
1265,51,90.00,4
1266,509,66.67,2
1267,25,90.00,3
1268,25,43.33,1
1269,43,72.50,3
1270,3,90.00,5
1271,96,90.00,4
1272,207,90.00,3
1273,207,90.00,3
1274,1118,90.00,3
1275,50,90.00,4
1276,12,90.00,4
1277,36,90.00,5
1278,1744,90.00,4
1279,9,90.00,6
1280,57,90.00,3
1281,22,90.00,5
1282,43,90.00,4
1283,55,90.00,3
1284,13,90.00,3
1285,8,90.00,4
1286,35,90.00,2
1287,468,90.00,3
1288,57,66.67,2
1289,150,90.00,2
1290,71,66.67,2
1291,82,66.67,2
1292,25,90.00,3
1293,198,90.00,4
1294,13,90.00,3
1295,36,90.00,5
1296,211,90.00,3
1297,94,66.67,2
1298,1243,90.00,3
1299,195,43.33,1
1300,16,90.00,4
1301,685,90.00,3
1302,40,90.00,5
1303,275,90.00,4
1304,25,66.67,2
1305,120,43.33,1
1306,43,90.00,4
1307,381,90.00,4
1308,39,66.67,2
1309,104,55.00,1
1310,402,90.00,4
1311,150,90.00,2
1312,1077,90.00,3
1313,40,90.00,5
1314,119,90.00,3
1315,74,90.00,4
1316,62,43.33,1
1317,1160,90.00,3
1318,1767,90.00,4
1319,14,90.00,3
1320,1243,90.00,3
1321,14,90.00,3
1322,198,90.00,4
1323,190,90.00,4
1324,301,90.00,6
1325,181,90.00,3
1326,25,90.00,3
1327,3384,90.00,3
1328,39,66.67,2
1329,13,90.00,3
1330,51,90.00,4
1331,3384,90.00,3
1332,39,66.67,2
1333,468,90.00,3
1334,2,90.00,7
1335,82,90.00,3
1336,55,90.00,3
1337,439,90.00,4
1338,21,90.00,2
1339,235,90.00,3
1340,354,72.50,3
1341,119,90.00,3
1342,17,90.00,6
1343,193,90.00,4
1344,43,90.00,4
1345,56,90.00,4
1346,62,90.00,3
1347,8,90.00,4
1348,112,90.00,3
1349,83,90.00,3
1350,62,90.00,3
1351,43,90.00,4
1352,35,90.00,2
1353,55,66.67,2
1354,25,66.67,2
1355,8,90.00,4
1356,51,90.00,4
1357,8,90.00,4
1358,43,90.00,4
1359,39,66.67,2
1360,16,90.00,4
1361,35,90.00,2
1362,12,90.00,4
1363,1189,90.00,2
1364,130,90.00,3
1365,2,90.00,7
1366,290,55.00,1
1367,160,90.00,4
1368,45,90.00,6
1369,21,90.00,2
1370,25,90.00,3
1371,85,72.50,3
1372,57,90.00,3
1373,119,66.67,2
1374,21,90.00,2
1375,137,90.00,5
1376,160,72.50,3
1377,168,90.00,4
1378,119,43.33,1
1379,381,72.50,3
1380,22,90.00,5
1381,38,90.00,6
1382,442,90.00,3
1383,119,90.00,3
1384,160,90.00,4
1385,49,66.67,2
1386,38,90.00,6
1387,74,90.00,4
1388,173,90.00,5
1389,83,90.00,3
1390,58,90.00,4
1391,10,90.00,4
1392,14,90.00,3
1393,50,90.00,4
1394,55,90.00,3
1395,439,90.00,4
1396,112,90.00,3
1397,765,90.00,3
1398,35,90.00,2
1399,13,66.67,2
1400,8,90.00,4
1401,503,90.00,3
1402,181,66.67,2
1403,13,66.67,2
1404,160,72.50,3
1405,99,90.00,4
1406,56,90.00,4
1407,27,90.00,4
1408,381,72.50,3
1409,21,90.00,2
1410,402,90.00,4
1411,21,55.00,1
1412,143,90.00,3
1413,13,66.67,2
1414,5,90.00,8
1415,147,90.00,3
1416,56,72.50,3
1417,120,90.00,3
1418,354,72.50,3
1419,35,90.00,2
1420,2203,90.00,3
1421,14,90.00,3
1422,55,66.67,2
1423,43,90.00,4
1424,159,90.00,3
1425,49,90.00,3
1426,62,66.67,2
1427,385,90.00,2
1428,14,90.00,3
1429,39,43.33,1
1430,78,90.00,3
1431,55,66.67,2
1432,96,90.00,4
1433,78,90.00,3
1434,56,90.00,4
1435,329,90.00,4
1436,14,90.00,3
1437,585,90.00,4
1438,46,90.00,5
1439,8,90.00,4
1440,85,90.00,4
1441,8,90.00,4
1442,39,90.00,3
