JobID,ResumeID,Score,MatchedSkills
1,538,35.24,1
1,539,26.67,0
1,540,26.67,0
1,541,26.67,0
1,542,35.24,1
1,543,26.67,0
1,544,35.24,1
1,545,26.67,0
1,546,26.67,0
1,547,52.38,3
1,548,26.67,0
1,549,26.67,0
1,550,69.52,5
1,551,60.95,4
1,552,26.67,0
1,553,35.24,1
1,554,35.24,1
1,555,35.24,1
1,556,26.67,0
1,557,26.67,0
1,558,26.67,0
1,559,78.10,6
1,560,60.95,4
1,561,26.67,0
1,562,26.67,0
1,563,78.10,6
1,564,26.67,0
1,565,86.67,7
1,566,26.67,0
1,567,35.24,1
1,568,26.67,0
1,569,26.67,0
1,570,26.67,0
1,571,26.67,0
1,572,60.95,4
1,573,26.67,0
1,574,26.67,0
1,575,26.67,0
1,576,26.67,0
1,577,26.67,0
1,578,60.95,4
1,579,26.67,0
1,580,26.67,0
1,581,35.24,1
1,582,26.67,0
1,583,26.67,0
1,584,26.67,0
1,585,69.52,5
1,586,26.67,0
1,587,35.24,1
1,588,26.67,0
1,589,26.67,0
1,590,26.67,0
1,591,43.81,2
1,592,43.81,2
1,593,35.24,1
1,594,26.67,0
1,595,26.67,0
1,596,35.24,1
1,597,78.10,6
1,598,26.67,0
1,599,26.67,0
1,600,26.67,0
1,601,26.67,0
1,602,26.67,0
1,603,52.38,3
1,604,26.67,0
1,605,35.24,1
1,606,52.38,3
1,607,35.24,1
1,608,35.24,1
1,609,26.67,0
1,610,26.67,0
1,611,26.67,0
1,612,26.67,0
1,613,35.24,1
1,614,69.52,5
1,615,26.67,0
1,616,26.67,0
1,617,35.24,1
1,618,26.67,0
1,619,26.67,0
1,620,35.24,1
1,621,26.67,0
1,622,26.67,0
1,623,26.67,0
1,624,26.67,0
1,625,26.67,0
1,626,35.24,1
1,627,26.67,0
1,628,26.67,0
1,629,35.24,1
1,630,35.24,1
1,631,35.24,1
1,632,26.67,0
1,633,78.10,6
1,634,26.67,0
1,635,26.67,0
1,636,86.67,7
1,637,69.52,5
1,638,26.67,0
1,639,52.38,3
1,640,35.24,1
1,641,35.24,1
1,642,26.67,0
1,643,26.67,0
1,644,26.67,0
1,645,26.67,0
1,646,26.67,0
1,647,52.38,3
1,648,26.67,0
1,649,26.67,0
1,650,35.24,1
1,651,35.24,1
1,652,26.67,0
1,653,26.67,0
1,654,26.67,0
1,655,26.67,0
1,656,26.67,0
1,657,78.10,6
1,658,78.10,6
1,659,78.10,6
1,660,26.67,0
1,661,26.67,0
1,662,26.67,0
1,663,26.67,0
1,664,26.67,0
1,665,26.67,0
1,666,26.67,0
1,667,60.95,4
1,668,69.52,5
1,669,35.24,1
1,670,26.67,0
1,671,86.67,7
1,672,26.67,0
1,673,26.67,0
1,674,26.67,0
1,675,26.67,0
1,676,60.95,4
1,677,26.67,0
1,678,35.24,1
1,679,26.67,0
1,680,26.67,0
1,681,43.81,2
1,682,35.24,1
1,683,26.67,0
1,684,26.67,0
1,685,52.38,3
1,686,26.67,0
1,687,26.67,0
1,688,26.67,0
1,689,26.67,0
1,690,35.24,1
1,691,26.67,0
1,692,35.24,1
1,693,26.67,0
1,694,35.24,1
1,695,26.67,0
1,696,60.95,4
1,697,35.24,1
1,698,78.10,6
1,699,26.67,0
1,700,26.67,0
1,701,26.67,0
1,702,26.67,0
1,703,43.81,2
1,704,26.67,0
1,705,35.24,1
1,706,52.38,3
1,707,52.38,3
1,708,26.67,0
1,709,86.67,7
1,710,26.67,0
1,711,26.67,0
1,712,26.67,0
1,713,35.24,1
1,714,26.67,0
1,715,35.24,1
1,716,26.67,0
1,717,26.67,0
1,718,26.67,0
1,719,35.24,1
1,720,35.24,1
1,721,26.67,0
1,722,26.67,0
1,723,26.67,0
1,724,26.67,0
1,725,26.67,0
1,726,26.67,0
1,727,60.95,4
1,728,35.24,1
1,729,35.24,1
1,730,26.67,0
1,731,60.95,4
1,732,26.67,0
1,733,26.67,0
1,734,69.52,5
1,735,26.67,0
1,736,60.95,4
1,737,60.95,4
1,738,26.67,0
1,739,35.24,1
1,740,26.67,0
1,741,35.24,1
1,742,26.67,0
1,743,26.67,0
1,744,86.67,7
1,745,35.24,1
1,746,26.67,0
1,747,26.67,0
1,748,78.10,6
1,749,26.67,0
1,750,35.24,1
1,751,60.95,4
1,752,35.24,1
1,753,35.24,1
1,754,26.67,0
1,755,78.10,6
1,756,26.67,0
1,757,35.24,1
1,758,35.24,1
1,759,26.67,0
1,760,26.67,0
1,761,35.24,1
1,762,35.24,1
1,763,35.24,1
1,764,26.67,0
1,765,26.67,0
1,766,26.67,0
1,767,26.67,0
1,768,26.67,0
1,769,35.24,1
1,770,26.67,0
1,771,26.67,0
1,772,26.67,0
1,773,26.67,0
1,774,26.67,0
1,775,26.67,0
1,776,43.81,2
1,777,26.67,0
1,778,78.10,6
1,779,52.38,3
1,780,26.67,0
1,781,26.67,0
1,782,26.67,0
1,783,26.67,0
1,784,26.67,0
1,785,26.67,0
1,786,26.67,0
1,787,26.67,0
1,788,26.67,0
1,789,26.67,0
1,790,26.67,0
1,791,35.24,1
1,792,26.67,0
1,793,26.67,0
1,794,78.10,6
1,795,35.24,1
1,796,26.67,0
1,797,26.67,0
1,798,78.10,6
1,799,35.24,1
1,800,52.38,3
1,801,26.67,0
1,802,26.67,0
1,803,78.10,6
1,804,60.95,4
1,805,26.67,0
1,806,26.67,0
1,807,26.67,0
1,808,26.67,0
1,809,60.95,4
1,810,35.24,1
1,811,26.67,0
1,812,26.67,0
1,813,26.67,0
1,814,26.67,0
1,815,60.95,4
1,816,35.24,1
1,817,60.95,4
1,818,26.67,0
1,819,26.67,0
1,820,26.67,0
1,821,26.67,0
1,822,26.67,0
1,823,26.67,0
1,824,26.67,0
1,825,26.67,0
1,826,26.67,0
1,827,35.24,1
1,828,26.67,0
1,829,26.67,0
1,830,26.67,0
1,831,26.67,0
1,832,26.67,0
1,833,26.67,0
1,834,43.81,2
1,835,26.67,0
1,836,52.38,3
1,837,43.81,2
1,838,26.67,0
1,839,26.67,0
1,840,35.24,1
1,841,26.67,0
1,842,26.67,0
1,843,60.95,4
1,844,26.67,0
1,845,60.95,4
1,846,26.67,0
1,847,69.52,5
1,848,26.67,0
1,849,26.67,0
1,850,26.67,0
1,851,60.95,4
1,852,35.24,1
1,853,26.67,0
1,854,35.24,1
1,855,35.24,1
1,856,26.67,0
1,857,26.67,0
1,858,26.67,0
1,859,26.67,0
1,860,35.24,1
1,861,26.67,0
1,862,26.67,0
1,863,26.67,0
1,864,35.24,1
1,865,78.10,6
1,866,35.24,1
1,867,35.24,1
1,868,78.10,6
1,869,26.67,0
1,870,35.24,1
1,871,26.67,0
1,872,26.67,0
1,873,52.38,3
1,874,26.67,0
1,875,26.67,0
1,876,69.52,5
1,877,26.67,0
1,878,26.67,0
1,879,26.67,0
1,880,26.67,0
1,881,26.67,0
1,882,35.24,1
1,883,43.81,2
1,884,26.67,0
1,885,52.38,3
1,886,26.67,0
1,887,26.67,0
1,888,26.67,0
1,889,78.10,6
1,890,52.38,3
1,891,52.38,3
1,892,26.67,0
1,893,26.67,0
1,894,26.67,0
1,895,35.24,1
1,896,69.52,5
1,897,26.67,0
1,898,26.67,0
1,899,35.24,1
1,900,26.67,0
1,901,26.67,0
1,902,26.67,0
1,903,26.67,0
1,904,86.67,7
1,905,26.67,0
1,906,43.81,2
1,907,26.67,0
1,908,35.24,1
1,909,26.67,0
1,910,26.67,0
1,911,35.24,1
1,912,26.67,0
1,913,35.24,1
1,914,26.67,0
1,915,26.67,0
1,916,60.95,4
1,917,26.67,0
1,918,26.67,0
1,919,69.52,5
1,920,26.67,0
1,921,26.67,0
1,922,26.67,0
1,923,78.10,6
1,924,43.81,2
1,925,26.67,0
1,926,26.67,0
1,927,26.67,0
1,928,26.67,0
1,929,26.67,0
1,930,35.24,1
1,931,26.67,0
1,932,78.10,6
1,933,26.67,0
1,934,35.24,1
1,935,35.24,1
1,936,35.24,1
1,937,35.24,1
1,938,26.67,0
1,939,26.67,0
1,940,52.38,3
1,941,26.67,0
1,942,35.24,1
1,943,26.67,0
1,944,26.67,0
1,945,26.67,0
1,946,26.67,0
1,947,26.67,0
1,948,35.24,1
1,949,26.67,0
1,950,26.67,0
1,951,26.67,0
1,952,26.67,0
1,953,26.67,0
1,954,26.67,0
1,955,26.67,0
1,956,26.67,0
1,957,26.67,0
1,958,35.24,1
1,959,26.67,0
1,960,35.24,1
1,961,69.52,5
1,962,60.95,4
1,963,35.24,1
1,964,26.67,0
1,965,26.67,0
1,966,78.10,6
1,967,26.67,0
1,968,35.24,1
1,969,69.52,5
1,970,35.24,1
1,971,26.67,0
1,972,78.10,6
1,973,26.67,0
1,974,26.67,0
1,975,26.67,0
1,976,26.67,0
1,977,69.52,5
1,978,26.67,0
1,979,26.67,0
1,980,26.67,0
1,981,26.67,0
1,982,26.67,0
1,983,26.67,0
1,984,26.67,0
1,985,43.81,2
1,986,26.67,0
1,987,26.67,0
1,988,26.67,0
1,989,35.24,1
1,990,26.67,0
1,991,60.95,4
1,992,35.24,1
1,993,78.10,6
1,994,26.67,0
1,995,26.67,0
1,996,26.67,0
1,997,35.24,1
1,998,69.52,5
1,999,26.67,0
1,1000,35.24,1
1,1001,35.24,1
1,1002,26.67,0
1,1003,35.24,1
1,1004,26.67,0
1,1005,26.67,0
1,1006,35.24,1
1,1007,26.67,0
1,1008,26.67,0
1,1009,26.67,0
1,1010,26.67,0
1,1011,35.24,1
1,1012,26.67,0
1,1013,52.38,3
1,1014,60.95,4
1,1015,26.67,0
1,1016,60.95,4
1,1017,26.67,0
1,1018,35.24,1
1,1019,26.67,0
1,1020,26.67,0
1,1021,26.67,0
1,1022,69.52,5
1,1023,26.67,0
1,1024,26.67,0
1,1025,26.67,0
1,1026,26.67,0
1,1027,35.24,1
1,1028,35.24,1
1,1029,35.24,1
1,1030,26.67,0
1,1031,26.67,0
1,1032,52.38,3
1,1033,26.67,0
1,1034,26.67,0
1,1035,43.81,2
1,1036,26.67,0
1,1037,35.24,1
1,1038,26.67,0
1,1039,26.67,0
1,1040,26.67,0
1,1041,26.67,0
1,1042,26.67,0
1,1043,35.24,1
1,1044,35.24,1
1,1045,26.67,0
1,1046,26.67,0
1,1047,60.95,4
1,1048,26.67,0
1,1049,35.24,1
1,1050,35.24,1
1,1051,35.24,1
1,1052,26.67,0
1,1053,35.24,1
1,1054,26.67,0
1,1055,26.67,0
1,1056,26.67,0
1,1057,26.67,0
1,1058,26.67,0
1,1059,78.10,6
1,1060,35.24,1
1,1061,60.95,4
1,1062,26.67,0
1,1063,26.67,0
1,1064,26.67,0
1,1065,26.67,0
1,1066,26.67,0
1,1067,26.67,0
1,1068,26.67,0
1,1069,26.67,0
1,1070,52.38,3
1,1071,35.24,1
1,1072,35.24,1
1,1073,26.67,0
1,1074,78.10,6
1,1075,26.67,0
1,1076,26.67,0
1,1077,26.67,0
1,1078,26.67,0
1,1079,86.67,7
1,1080,26.67,0
1,1081,26.67,0
1,1082,26.67,0
1,1083,78.10,6
1,1084,43.81,2
1,1085,26.67,0
1,1086,26.67,0
1,1087,26.67,0
1,1088,60.95,4
1,1089,35.24,1
1,1090,26.67,0
1,1091,26.67,0
1,1092,26.67,0
1,1093,26.67,0
1,1094,26.67,0
1,1095,35.24,1
1,1096,43.81,2
1,1097,26.67,0
1,1098,78.10,6
1,1099,35.24,1
1,1100,35.24,1
1,1101,26.67,0
1,1102,26.67,0
1,1103,26.67,0
1,1104,26.67,0
1,1105,26.67,0
1,1106,26.67,0
1,1107,26.67,0
1,1108,26.67,0
1,1109,26.67,0
1,1110,26.67,0
1,1111,26.67,0
1,1112,26.67,0
1,1113,26.67,0
1,1114,43.81,2
1,1115,26.67,0
1,1116,26.67,0
1,1117,26.67,0
1,1118,78.10,6
1,1119,35.24,1
1,1120,43.81,2
1,1121,35.24,1
1,1122,35.24,1
1,1123,26.67,0
1,1124,26.67,0
1,1125,26.67,0
1,1126,78.10,6
1,1127,26.67,0
1,1128,26.67,0
1,1129,26.67,0
1,1130,26.67,0
1,1131,26.67,0
1,1132,26.67,0
1,1133,60.95,4
1,1134,26.67,0
1,1135,35.24,1
1,1136,35.24,1
1,1137,26.67,0
1,1138,78.10,6
1,1139,26.67,0
1,1140,26.67,0
1,1141,26.67,0
1,1142,35.24,1
1,1143,35.24,1
1,1144,60.95,4
1,1145,26.67,0
1,1146,26.67,0
1,1147,26.67,0
1,1148,26.67,0
1,1149,26.67,0
1,1150,26.67,0
1,1151,69.52,5
1,1152,78.10,6
1,1153,69.52,5
1,1154,35.24,1
1,1155,26.67,0
1,1156,26.67,0
1,1157,26.67,0
1,1158,26.67,0
1,1159,52.38,3
1,1160,69.52,5
1,1161,69.52,5
1,1162,35.24,1
1,1163,35.24,1
1,1164,26.67,0
1,1165,52.38,3
1,1166,26.67,0
1,1167,26.67,0
1,1168,26.67,0
1,1169,35.24,1
1,1170,26.67,0
1,1171,69.52,5
1,1172,35.24,1
1,1173,43.81,2
1,1174,26.67,0
1,1175,26.67,0
1,1176,26.67,0
1,1177,35.24,1
1,1178,60.95,4
1,1179,26.67,0
1,1180,86.67,7
1,1181,78.10,6
1,1182,35.24,1
1,1183,26.67,0
1,1184,26.67,0
1,1185,26.67,0
1,1186,35.24,1
1,1187,35.24,1
1,1188,43.81,2
1,1189,35.24,1
1,1190,43.81,2
1,1191,26.67,0
1,1192,26.67,0
1,1193,26.67,0
1,1194,35.24,1
1,1195,35.24,1
1,1196,26.67,0
1,1197,78.10,6
1,1198,26.67,0
1,1199,26.67,0
1,1200,35.24,1
1,1201,26.67,0
1,1202,26.67,0
1,1203,26.67,0
1,1204,26.67,0
1,1205,26.67,0
1,1206,26.67,0
1,1207,26.67,0
1,1208,60.95,4
1,1209,86.67,7
1,1210,26.67,0
1,1211,86.67,7
1,1212,26.67,0
1,1213,43.81,2
1,1214,26.67,0
1,1215,26.67,0
1,1216,26.67,0
1,1217,26.67,0
1,1218,43.81,2
1,1219,35.24,1
1,1220,26.67,0
1,1221,26.67,0
1,1222,26.67,0
1,1223,26.67,0
1,1224,69.52,5
1,1225,26.67,0
1,1226,26.67,0
1,1227,86.67,7
1,1228,69.52,5
1,1229,26.67,0
1,1230,26.67,0
1,1231,35.24,1
1,1232,26.67,0
1,1233,26.67,0
1,1234,26.67,0
1,1235,26.67,0
1,1236,69.52,5
1,1237,26.67,0
1,1238,26.67,0
1,1239,26.67,0
1,1240,35.24,1
1,1241,43.81,2
1,1242,26.67,0
1,1243,26.67,0
1,1244,26.67,0
1,1245,52.38,3
1,1246,26.67,0
1,1247,26.67,0
1,1248,26.67,0
1,1249,26.67,0
1,1250,26.67,0
1,1251,26.67,0
1,1252,69.52,5
1,1253,52.38,3
1,1254,35.24,1
1,1255,26.67,0
1,1256,26.67,0
1,1257,26.67,0
1,1258,26.67,0
1,1259,26.67,0
1,1260,69.52,5
1,1261,43.81,2
1,1262,26.67,0
1,1263,26.67,0
1,1264,26.67,0
1,1265,26.67,0
1,1266,26.67,0
1,1267,69.52,5
1,1268,35.24,1
1,1269,52.38,3
1,1270,26.67,0
1,1271,35.24,1
1,1272,35.24,1
1,1273,26.67,0
1,1274,35.24,1
1,1275,35.24,1
1,1276,69.52,5
1,1277,35.24,1
1,1278,26.67,0
1,1279,78.10,6
1,1280,35.24,1
1,1281,35.24,1
1,1282,78.10,6
1,1283,35.24,1
1,1284,26.67,0
1,1285,26.67,0
1,1286,26.67,0
1,1287,26.67,0
1,1288,26.67,0
1,1289,26.67,0
1,1290,26.67,0
1,1291,26.67,0
1,1292,78.10,6
1,1293,60.95,4
1,1294,26.67,0
1,1295,35.24,1
1,1296,69.52,5
1,1297,26.67,0
1,1298,52.38,3
1,1299,35.24,1
1,1300,35.24,1
1,1301,35.24,1
1,1302,26.67,0
1,1303,26.67,0
1,1304,43.81,2
1,1305,26.67,0
1,1306,78.10,6
1,1307,26.67,0
1,1308,26.67,0
1,1309,26.67,0
1,1310,60.95,4
1,1311,26.67,0
1,1312,26.67,0
1,1313,26.67,0
1,1314,26.67,0
1,1315,26.67,0
1,1316,26.67,0
1,1317,52.38,3
1,1318,26.67,0
1,1319,26.67,0
1,1320,52.38,3
1,1321,26.67,0
1,1322,60.95,4
1,1323,26.67,0
1,1324,26.67,0
1,1325,35.24,1
1,1326,78.10,6
1,1327,35.24,1
1,1328,26.67,0
1,1329,26.67,0
1,1330,26.67,0
1,1331,35.24,1
1,1332,26.67,0
1,1333,26.67,0
1,1334,35.24,1
1,1335,26.67,0
1,1336,26.67,0
1,1337,26.67,0
1,1338,26.67,0
1,1339,35.24,1
1,1340,26.67,0
1,1341,26.67,0
1,1342,78.10,6
1,1343,60.95,4
1,1344,78.10,6
1,1345,69.52,5
1,1346,26.67,0
1,1347,26.67,0
1,1348,26.67,0
1,1349,26.67,0
1,1350,26.67,0
1,1351,78.10,6
1,1352,35.24,1
1,1353,26.67,0
1,1354,43.81,2
1,1355,26.67,0
1,1356,26.67,0
1,1357,26.67,0
1,1358,69.52,5
1,1359,26.67,0
1,1360,35.24,1
1,1361,26.67,0
1,1362,78.10,6
1,1363,26.67,0
1,1364,26.67,0
1,1365,35.24,1
1,1366,26.67,0
1,1367,69.52,5
1,1368,26.67,0
1,1369,26.67,0
1,1370,60.95,4
1,1371,26.67,0
1,1372,35.24,1
1,1373,26.67,0
1,1374,26.67,0
1,1375,69.52,5
1,1376,52.38,3
1,1377,60.95,4
1,1378,26.67,0
1,1379,26.67,0
1,1380,35.24,1
1,1381,26.67,0
1,1382,35.24,1
1,1383,26.67,0
1,1384,69.52,5
1,1385,35.24,1
1,1386,26.67,0
1,1387,26.67,0
1,1388,26.67,0
1,1389,26.67,0
1,1390,43.81,2
1,1391,26.67,0
1,1392,26.67,0
1,1393,35.24,1
1,1394,43.81,2
1,1395,26.67,0
1,1396,26.67,0
1,1397,52.38,3
1,1398,26.67,0
1,1399,26.67,0
1,1400,35.24,1
1,1401,52.38,3
1,1402,26.67,0
1,1403,26.67,0
1,1404,52.38,3
1,1405,35.24,1
1,1406,60.95,4
1,1407,26.67,0
1,1408,26.67,0
1,1409,35.24,1
1,1410,60.95,4
1,1411,26.67,0
1,1412,35.24,1
1,1413,26.67,0
1,1414,26.67,0
1,1415,26.67,0
1,1416,52.38,3
1,1417,26.67,0
1,1418,26.67,0
1,1419,26.67,0
1,1420,26.67,0
1,1421,26.67,0
1,1422,26.67,0
1,1423,69.52,5
1,1424,26.67,0
1,1425,35.24,1
1,1426,26.67,0
1,1427,26.67,0
1,1428,26.67,0
1,1429,26.67,0
1,1430,35.24,1
1,1431,26.67,0
1,1432,35.24,1
1,1433,35.24,1
1,1434,60.95,4
1,1435,26.67,0
1,1436,26.67,0
1,1437,60.95,4
1,1438,69.52,5
1,1439,26.67,0
1,1440,35.24,1
1,1441,26.67,0
1,1442,26.67,0
1,1443,26.67,0
1,1444,26.67,0
1,1445,26.67,0
1,1446,69.52,5
1,1447,26.67,0
1,1448,60.95,4
1,1449,26.67,0
1,1450,26.67,0
